"","x"
"1",0.999960655441046
"2",0.99997539465864
"3",0.906134137021352
"4",0.934151708354205
"5",0.999993563367796
"6",0.974697495647429
"7",0.0338289457935315
"8",0.163665932417135
"9",0.029527485195444
"10",0.286479536886046
"11",0.68889744404157
"12",0.00420167847707819
"13",0.183708010998682
"14",0.00278361779651541
"15",0.341207233803297
"16",0.0176335401693021
