type,TS,row,col
sfp_1,3,S,14
sfp_1,3,S,15
sfp_1,3,S,20
sfp_1,3,S,21
sfp_1,3,S,22
sfp_1,3,S,27
sfp_1,3,S,28
sfp_1,3,S,29
sfp_1,3,S,30
sfp_2,3,A,5
sfp_2,3,A,7
sfp_2,3,A,8
sfp_2,3,A,11
sfp_2,3,A,15
sfp_2,3,A,16
sfp_2,3,A,18
sfp_2,3,B,3
sfp_2,3,B,6
sfp_2,3,B,7
sfp_2,3,B,8
sfp_2,3,B,9
sfp_2,3,B,10
sfp_2,3,B,12
sfp_2,3,B,13
sfp_2,3,B,14
sfp_2,3,B,15
sfp_2,3,B,16
sfp_2,3,B,17
sfp_2,3,B,18
sfp_2,3,B,20
sfp_2,3,B,21
sfp_2,3,B,23
sfp_2,3,B,24
sfp_2,3,B,25
sfp_2,3,B,26
sfp_2,3,B,27
sfp_2,3,B,28
sfp_2,3,C,1
sfp_2,3,C,2
sfp_2,3,C,3
sfp_2,3,C,4
sfp_2,3,C,6
sfp_2,3,C,9
sfp_2,3,C,11
sfp_2,3,C,16
sfp_2,3,C,17
sfp_2,3,C,18
sfp_2,3,C,19
sfp_2,3,C,21
sfp_2,3,C,22
sfp_2,3,C,23
sfp_2,3,C,25
sfp_2,3,C,26
sfp_2,3,C,27
sfp_2,3,C,29
sfp_2,3,C,30
sfp_2,3,D,1
sfp_2,3,D,2
sfp_2,3,D,3
sfp_2,3,D,4
sfp_2,3,D,5
sfp_2,3,D,6
sfp_2,3,D,7
sfp_2,3,D,8
sfp_2,3,D,10
sfp_2,3,D,12
sfp_2,3,D,13
sfp_2,3,D,14
sfp_2,3,D,15
sfp_2,3,D,16
sfp_2,3,D,17
sfp_2,3,D,18
sfp_2,3,D,19
sfp_2,3,D,21
sfp_2,3,D,24
sfp_2,3,D,26
sfp_2,3,D,27
sfp_2,3,D,28
sfp_2,3,D,29
sfp_2,3,D,30
sfp_2,3,E,1
sfp_2,3,E,4
sfp_2,3,E,5
sfp_2,3,E,6
sfp_2,3,E,7
sfp_2,3,E,8
sfp_2,3,E,10
sfp_2,3,E,11
sfp_2,3,E,12
sfp_2,3,E,13
sfp_2,3,E,14
sfp_2,3,E,15
sfp_2,3,E,17
sfp_2,3,E,18
sfp_2,3,E,20
sfp_2,3,E,21
sfp_2,3,E,22
sfp_2,3,E,23
sfp_2,3,E,24
sfp_2,3,E,26
sfp_2,3,E,29
sfp_2,3,F,5
sfp_2,3,F,6
sfp_2,3,F,8
sfp_2,3,F,9
sfp_2,3,F,10
sfp_2,3,F,12
sfp_2,3,F,13
sfp_2,3,F,14
sfp_2,3,F,17
sfp_2,3,F,18
sfp_2,3,F,19
sfp_2,3,F,20
sfp_2,3,F,21
sfp_2,3,F,22
sfp_2,3,F,23
sfp_2,3,F,24
sfp_2,3,F,25
sfp_2,3,F,27
sfp_2,3,F,28
sfp_2,3,F,30
sfp_2,3,G,3
sfp_2,3,G,5
sfp_2,3,G,6
sfp_2,3,G,7
sfp_2,3,G,8
sfp_2,3,G,10
sfp_2,3,G,11
sfp_2,3,G,12
sfp_2,3,G,14
sfp_2,3,G,16
sfp_2,3,G,17
sfp_2,3,G,18
sfp_2,3,G,19
sfp_2,3,G,20
sfp_2,3,G,22
sfp_2,3,G,23
sfp_2,3,G,24
sfp_2,3,G,25
sfp_2,3,G,27
sfp_2,3,G,28
sfp_2,3,G,29
sfp_2,3,G,30
sfp_2,3,H,2
sfp_2,3,H,3
sfp_2,3,H,4
sfp_2,3,H,6
sfp_2,3,H,8
sfp_2,3,H,9
sfp_2,3,H,10
sfp_2,3,H,12
sfp_2,3,H,18
sfp_2,3,H,19
sfp_2,3,H,21
sfp_2,3,H,24
sfp_2,3,H,26
sfp_2,3,H,28
sfp_2,3,H,29
sfp_2,3,H,30
sfp_2,3,I,1
sfp_2,3,I,3
sfp_2,3,I,5
sfp_2,3,I,6
sfp_2,3,I,7
sfp_2,3,I,8
sfp_2,3,I,9
sfp_2,3,I,12
sfp_2,3,I,14
sfp_2,3,I,15
sfp_2,3,I,16
sfp_2,3,I,17
sfp_2,3,I,18
sfp_2,3,I,22
sfp_2,3,I,24
sfp_2,3,I,25
sfp_2,3,I,28
sfp_2,3,I,29
sfp_2,3,I,30
sfp_2,3,J,1
sfp_2,3,J,2
sfp_2,3,J,3
sfp_2,3,J,4
sfp_2,3,J,7
sfp_2,3,J,8
sfp_2,3,J,10
sfp_2,3,J,12
sfp_2,3,J,13
sfp_2,3,J,15
sfp_2,3,J,16
sfp_2,3,J,17
sfp_2,3,J,19
sfp_2,3,J,20
sfp_2,3,J,21
sfp_2,3,J,24
sfp_2,3,J,25
sfp_2,3,J,26
sfp_2,3,J,27
sfp_2,3,J,29
sfp_2,3,K,1
sfp_2,3,K,4
sfp_2,3,K,9
sfp_2,3,K,11
sfp_2,3,K,13
sfp_2,3,K,14
sfp_2,3,K,15
sfp_2,3,K,16
sfp_2,3,K,18
sfp_2,3,K,19
sfp_2,3,K,20
sfp_2,3,K,22
sfp_2,3,K,23
sfp_2,3,K,25
sfp_2,3,K,26
sfp_2,3,K,27
sfp_2,3,K,28
sfp_2,3,L,1
sfp_2,3,L,2
sfp_2,3,L,3
sfp_2,3,L,4
sfp_2,3,L,5
sfp_2,3,L,7
sfp_2,3,L,9
sfp_2,3,L,11
sfp_2,3,L,12
sfp_2,3,L,14
sfp_2,3,L,15
sfp_2,3,L,16
sfp_2,3,L,17
sfp_2,3,L,20
sfp_2,3,L,22
sfp_2,3,L,23
sfp_2,3,L,25
sfp_2,3,L,26
sfp_2,3,L,28
sfp_2,3,L,29
sfp_2,3,M,1
sfp_2,3,M,2
sfp_2,3,M,5
sfp_2,3,M,7
sfp_2,3,M,8
sfp_2,3,M,11
sfp_2,3,M,12
sfp_2,3,M,15
sfp_2,3,M,16
sfp_2,3,M,17
sfp_2,3,M,22
sfp_2,3,M,23
sfp_2,3,M,25
sfp_2,3,M,26
sfp_2,3,M,27
sfp_2,3,M,28
sfp_2,3,M,29
sfp_2,3,M,30
sfp_2,3,N,1
sfp_2,3,N,2
sfp_2,3,N,8
sfp_2,3,N,9
sfp_2,3,N,11
sfp_2,3,N,12
sfp_2,3,N,13
sfp_2,3,N,14
sfp_2,3,N,15
sfp_2,3,N,20
sfp_2,3,N,21
sfp_2,3,N,24
sfp_2,3,N,26
sfp_2,3,N,28
sfp_2,3,N,29
sfp_2,3,O,1
sfp_2,3,O,2
sfp_2,3,O,3
sfp_2,3,O,4
sfp_2,3,O,7
sfp_2,3,O,9
sfp_2,3,O,11
sfp_2,3,O,12
sfp_2,3,O,14
sfp_2,3,O,17
sfp_2,3,O,19
sfp_2,3,O,20
sfp_2,3,O,24
sfp_2,3,O,25
sfp_2,3,O,26
sfp_2,3,O,28
sfp_2,3,P,3
sfp_2,3,P,4
sfp_2,3,P,5
sfp_2,3,P,7
sfp_2,3,P,9
sfp_2,3,P,10
sfp_2,3,P,13
sfp_2,3,P,20
sfp_2,3,P,21
sfp_2,3,P,22
sfp_2,3,P,24
sfp_2,3,P,25
sfp_2,3,P,27
sfp_2,3,P,28
sfp_2,3,P,29
sfp_2,3,P,30
sfp_2,3,Q,1
sfp_2,3,Q,2
sfp_2,3,Q,3
sfp_2,3,Q,4
sfp_2,3,Q,5
sfp_2,3,Q,7
sfp_2,3,Q,8
sfp_2,3,Q,10
sfp_2,3,Q,12
sfp_2,3,Q,13
sfp_2,3,Q,14
sfp_2,3,Q,15
sfp_2,3,Q,17
sfp_2,3,Q,19
sfp_2,3,Q,20
sfp_2,3,Q,21
sfp_2,3,Q,22
sfp_2,3,Q,26
sfp_2,3,Q,27
sfp_2,3,Q,28
sfp_2,3,Q,29
sfp_2,3,Q,30
sfp_2,3,R,1
sfp_2,3,R,2
sfp_2,3,R,3
sfp_2,3,R,7
sfp_2,3,R,8
sfp_2,3,R,9
sfp_2,3,R,10
sfp_2,3,R,11
sfp_2,3,R,13
sfp_2,3,R,15
sfp_2,3,R,19
sfp_2,3,R,20
sfp_2,3,R,25
sfp_2,3,R,26
sfp_2,3,R,27
sfp_2,3,R,28
sfp_2,3,R,30
sfp_2,3,S,3
sfp_2,3,S,8
sfp_2,3,S,9
sfp_2,3,S,11
sfp_2,3,S,12
sfp_2,3,S,13
sfp_2,3,S,14
sfp_2,3,S,15
sfp_2,3,S,16
sfp_2,3,S,20
sfp_2,3,S,21
sfp_2,3,S,22
sfp_2,3,S,23
sfp_2,3,S,26
sfp_2,3,S,27
sfp_2,3,S,28
sfp_2,3,S,29
sfp_2,3,S,30
AcpS_1,3,A,5
AcpS_1,3,A,7
AcpS_1,3,A,8
AcpS_1,3,A,11
AcpS_1,3,A,15
AcpS_1,3,A,16
AcpS_1,3,A,18
AcpS_1,3,B,3
AcpS_1,3,B,6
AcpS_1,3,B,7
AcpS_1,3,B,8
AcpS_1,3,B,9
AcpS_1,3,B,10
AcpS_1,3,B,12
AcpS_1,3,B,13
AcpS_1,3,B,14
AcpS_1,3,B,15
AcpS_1,3,B,16
AcpS_1,3,B,17
AcpS_1,3,B,18
AcpS_1,3,B,20
AcpS_1,3,B,21
AcpS_1,3,B,22
AcpS_1,3,B,23
AcpS_1,3,B,24
AcpS_1,3,B,25
AcpS_1,3,B,26
AcpS_1,3,B,27
AcpS_1,3,B,28
AcpS_1,3,C,1
AcpS_1,3,C,2
AcpS_1,3,C,3
AcpS_1,3,C,4
AcpS_1,3,C,6
AcpS_1,3,C,7
AcpS_1,3,C,9
AcpS_1,3,C,11
AcpS_1,3,C,16
AcpS_1,3,C,17
AcpS_1,3,C,18
AcpS_1,3,C,19
AcpS_1,3,C,21
AcpS_1,3,C,22
AcpS_1,3,C,23
AcpS_1,3,C,25
AcpS_1,3,C,26
AcpS_1,3,C,27
AcpS_1,3,C,29
AcpS_1,3,C,30
AcpS_1,3,D,1
AcpS_1,3,D,2
AcpS_1,3,D,3
AcpS_1,3,D,4
AcpS_1,3,D,5
AcpS_1,3,D,6
AcpS_1,3,D,7
AcpS_1,3,D,10
AcpS_1,3,D,11
AcpS_1,3,D,12
AcpS_1,3,D,13
AcpS_1,3,D,14
AcpS_1,3,D,15
AcpS_1,3,D,16
AcpS_1,3,D,17
AcpS_1,3,D,18
AcpS_1,3,D,19
AcpS_1,3,D,21
AcpS_1,3,D,24
AcpS_1,3,D,26
AcpS_1,3,D,27
AcpS_1,3,D,28
AcpS_1,3,D,29
AcpS_1,3,D,30
AcpS_1,3,E,1
AcpS_1,3,E,3
AcpS_1,3,E,4
AcpS_1,3,E,6
AcpS_1,3,E,7
AcpS_1,3,E,8
AcpS_1,3,E,11
AcpS_1,3,E,12
AcpS_1,3,E,13
AcpS_1,3,E,14
AcpS_1,3,E,15
AcpS_1,3,E,17
AcpS_1,3,E,18
AcpS_1,3,E,20
AcpS_1,3,E,21
AcpS_1,3,E,22
AcpS_1,3,E,23
AcpS_1,3,E,24
AcpS_1,3,E,26
AcpS_1,3,E,29
AcpS_1,3,E,30
AcpS_1,3,F,5
AcpS_1,3,F,6
AcpS_1,3,F,8
AcpS_1,3,F,9
AcpS_1,3,F,10
AcpS_1,3,F,12
AcpS_1,3,F,13
AcpS_1,3,F,17
AcpS_1,3,F,18
AcpS_1,3,F,19
AcpS_1,3,F,20
AcpS_1,3,F,21
AcpS_1,3,F,22
AcpS_1,3,F,23
AcpS_1,3,F,24
AcpS_1,3,F,27
AcpS_1,3,F,28
AcpS_1,3,F,30
AcpS_1,3,G,3
AcpS_1,3,G,5
AcpS_1,3,G,6
AcpS_1,3,G,8
AcpS_1,3,G,11
AcpS_1,3,G,12
AcpS_1,3,G,14
AcpS_1,3,G,15
AcpS_1,3,G,16
AcpS_1,3,G,17
AcpS_1,3,G,18
AcpS_1,3,G,19
AcpS_1,3,G,20
AcpS_1,3,G,22
AcpS_1,3,G,23
AcpS_1,3,G,24
AcpS_1,3,G,27
AcpS_1,3,G,28
AcpS_1,3,G,29
AcpS_1,3,H,2
AcpS_1,3,H,3
AcpS_1,3,H,4
AcpS_1,3,H,6
AcpS_1,3,H,8
AcpS_1,3,H,9
AcpS_1,3,H,12
AcpS_1,3,H,17
AcpS_1,3,H,18
AcpS_1,3,H,19
AcpS_1,3,H,24
AcpS_1,3,H,26
AcpS_1,3,H,28
AcpS_1,3,H,29
AcpS_1,3,H,30
AcpS_1,3,I,1
AcpS_1,3,I,3
AcpS_1,3,I,4
AcpS_1,3,I,5
AcpS_1,3,I,6
AcpS_1,3,I,7
AcpS_1,3,I,8
AcpS_1,3,I,9
AcpS_1,3,I,1
AcpS_1,3,I,14
AcpS_1,3,I,15
AcpS_1,3,I,16
AcpS_1,3,I,17
AcpS_1,3,I,18
AcpS_1,3,I,22
AcpS_1,3,I,25
AcpS_1,3,I,28
AcpS_1,3,I,29
AcpS_1,3,I,30
AcpS_1,3,J,1
AcpS_1,3,J,2
AcpS_1,3,J,3
AcpS_1,3,J,4
AcpS_1,3,J,7
AcpS_1,3,J,8
AcpS_1,3,J,10
AcpS_1,3,J,12
AcpS_1,3,J,13
AcpS_1,3,J,15
AcpS_1,3,J,16
AcpS_1,3,J,17
AcpS_1,3,J,19
AcpS_1,3,J,20
AcpS_1,3,J,21
AcpS_1,3,J,24
AcpS_1,3,J,25
AcpS_1,3,J,26
AcpS_1,3,J,27
AcpS_1,3,J,29
AcpS_1,3,K,1
AcpS_1,3,K,2
AcpS_1,3,K,3
AcpS_1,3,K,4
AcpS_1,3,K,11
AcpS_1,3,K,13
AcpS_1,3,K,14
AcpS_1,3,K,15
AcpS_1,3,K,16
AcpS_1,3,K,18
AcpS_1,3,K,19
AcpS_1,3,K,20
AcpS_1,3,K,22
AcpS_1,3,K,23
AcpS_1,3,K,25
AcpS_1,3,K,26
AcpS_1,3,K,27
AcpS_1,3,K,28
AcpS_1,3,L,1
AcpS_1,3,L,2
AcpS_1,3,L,3
AcpS_1,3,L,4
AcpS_1,3,L,5
AcpS_1,3,L,7
AcpS_1,3,L,9
AcpS_1,3,L,14
AcpS_1,3,L,16
AcpS_1,3,L,17
AcpS_1,3,L,20
AcpS_1,3,L,23
AcpS_1,3,L,25
AcpS_1,3,L,26
AcpS_1,3,L,28
AcpS_1,3,L,29
AcpS_1,3,M,1
AcpS_1,3,M,2
AcpS_1,3,M,4
AcpS_1,3,M,5
AcpS_1,3,M,7
AcpS_1,3,M,8
AcpS_1,3,M,11
AcpS_1,3,M,12
AcpS_1,3,M,15
AcpS_1,3,M,16
AcpS_1,3,M,17
AcpS_1,3,N,1
AcpS_1,3,N,2
AcpS_1,3,N,3
AcpS_1,3,N,4
AcpS_1,3,N,6
AcpS_1,3,N,9
AcpS_1,3,N,11
AcpS_1,3,N,12
AcpS_1,3,N,13
AcpS_1,3,N,14
AcpS_1,3,N,15
AcpS_1,3,N,19
AcpS_1,3,N,20
AcpS_1,3,N,21
AcpS_1,3,N,23
AcpS_1,3,N,24
AcpS_1,3,N,26
AcpS_1,3,N,28
AcpS_1,3,N,29
AcpS_1,3,O,1
AcpS_1,3,O,2
AcpS_1,3,O,3
AcpS_1,3,O,4
AcpS_1,3,O,9
AcpS_1,3,O,11
AcpS_1,3,O,12
AcpS_1,3,O,14
AcpS_1,3,O,17
AcpS_1,3,O,19
AcpS_1,3,O,20
AcpS_1,3,O,23
AcpS_1,3,O,24
AcpS_1,3,O,25
AcpS_1,3,O,26
AcpS_1,3,O,28
AcpS_1,3,P,3
AcpS_1,3,P,4
AcpS_1,3,P,5
AcpS_1,3,P,6
AcpS_1,3,P,7
AcpS_1,3,P,10
AcpS_1,3,P,13
AcpS_1,3,P,20
AcpS_1,3,P,21
AcpS_1,3,P,22
AcpS_1,3,P,27
AcpS_1,3,P,28
AcpS_1,3,Q,2
AcpS_1,3,Q,3
AcpS_1,3,Q,4
AcpS_1,3,Q,5
AcpS_1,3,Q,19
AcpS_1,3,Q,20
AcpS_1,3,Q,26
AcpS_1,3,Q,27
AcpS_1,3,Q,28
AcpS_1,3,R,1
AcpS_1,3,R,2
AcpS_1,3,R,7
AcpS_1,3,R,8
AcpS_1,3,R,9
AcpS_1,3,R,11
AcpS_1,3,R,13
AcpS_1,3,R,19
AcpS_1,3,R,20
AcpS_1,3,R,28
AcpS_1,3,R,30
AcpS_1,3,S,3
AcpS_1,3,S,8
AcpS_1,3,S,9
AcpS_1,3,S,10
AcpS_1,3,S,11
AcpS_1,3,S,12
AcpS_1,3,S,13
AcpS_1,3,S,14
AcpS_1,3,S,15
AcpS_1,3,S,16
AcpS_1,3,S,20
AcpS_1,3,S,21
AcpS_1,3,S,22
AcpS_1,3,S,23
AcpS_1,3,S,27
AcpS_1,3,S,28
AcpS_1,3,S,29
AcpS_1,3,S,30
AcpS_2,3,A,5
AcpS_2,3,A,7
AcpS_2,3,A,15
AcpS_2,3,A,16
AcpS_2,3,A,18
AcpS_2,3,A,23
AcpS_2,3,A,24
AcpS_2,3,B,3
AcpS_2,3,B,6
AcpS_2,3,B,7
AcpS_2,3,B,8
AcpS_2,3,B,10
AcpS_2,3,B,12
AcpS_2,3,B,13
AcpS_2,3,B,14
AcpS_2,3,B,17
AcpS_2,3,B,18
AcpS_2,3,B,20
AcpS_2,3,B,21
AcpS_2,3,B,22
AcpS_2,3,B,23
AcpS_2,3,B,24
AcpS_2,3,B,25
AcpS_2,3,B,26
AcpS_2,3,B,27
AcpS_2,3,B,28
AcpS_2,3,B,29
AcpS_2,3,C,4
AcpS_2,3,C,6
AcpS_2,3,C,9
AcpS_2,3,C,10
AcpS_2,3,C,12
AcpS_2,3,C,14
AcpS_2,3,C,15
AcpS_2,3,C,16
AcpS_2,3,C,17
AcpS_2,3,C,18
AcpS_2,3,C,19
AcpS_2,3,C,21
AcpS_2,3,C,22
AcpS_2,3,C,23
AcpS_2,3,C,24
AcpS_2,3,C,25
AcpS_2,3,C,26
AcpS_2,3,C,27
AcpS_2,3,D,1
AcpS_2,3,D,2
AcpS_2,3,D,3
AcpS_2,3,D,4
AcpS_2,3,D,5
AcpS_2,3,D,6
AcpS_2,3,D,7
AcpS_2,3,D,8
AcpS_2,3,D,10
AcpS_2,3,D,11
AcpS_2,3,D,12
AcpS_2,3,D,13
AcpS_2,3,D,14
AcpS_2,3,D,15
AcpS_2,3,D,16
AcpS_2,3,D,17
AcpS_2,3,D,18
AcpS_2,3,D,19
AcpS_2,3,D,21
AcpS_2,3,D,24
AcpS_2,3,D,26
AcpS_2,3,D,28
AcpS_2,3,E,1
AcpS_2,3,E,2
AcpS_2,3,E,3
AcpS_2,3,E,4
AcpS_2,3,E,5
AcpS_2,3,E,6
AcpS_2,3,E,7
AcpS_2,3,E,8
AcpS_2,3,E,9
AcpS_2,3,E,10
AcpS_2,3,E,11
AcpS_2,3,E,12
AcpS_2,3,E,13
AcpS_2,3,E,15
AcpS_2,3,E,16
AcpS_2,3,E,17
AcpS_2,3,E,18
AcpS_2,3,E,19
AcpS_2,3,E,20
AcpS_2,3,E,21
AcpS_2,3,E,22
AcpS_2,3,E,23
AcpS_2,3,E,24
AcpS_2,3,E,26
AcpS_2,3,F,3
AcpS_2,3,F,5
AcpS_2,3,F,6
AcpS_2,3,F,8
AcpS_2,3,F,9
AcpS_2,3,F,10
AcpS_2,3,F,12
AcpS_2,3,F,13
AcpS_2,3,F,14
AcpS_2,3,F,17
AcpS_2,3,F,18
AcpS_2,3,F,19
AcpS_2,3,F,20
AcpS_2,3,F,21
AcpS_2,3,F,22
AcpS_2,3,F,23
AcpS_2,3,F,24
AcpS_2,3,F,25
AcpS_2,3,F,27
AcpS_2,3,F,28
AcpS_2,3,F,29
AcpS_2,3,F,30
AcpS_2,3,G,3
AcpS_2,3,G,5
AcpS_2,3,G,6
AcpS_2,3,G,8
AcpS_2,3,G,9
AcpS_2,3,G,10
AcpS_2,3,G,11
AcpS_2,3,G,12
AcpS_2,3,G,14
AcpS_2,3,G,15
AcpS_2,3,G,16
AcpS_2,3,G,17
AcpS_2,3,G,18
AcpS_2,3,G,19
AcpS_2,3,G,20
AcpS_2,3,G,22
AcpS_2,3,G,23
AcpS_2,3,G,24
AcpS_2,3,G,25
AcpS_2,3,G,26
AcpS_2,3,G,27
AcpS_2,3,G,29
AcpS_2,3,G,30
AcpS_2,3,H,2
AcpS_2,3,H,3
AcpS_2,3,H,6
AcpS_2,3,H,8
AcpS_2,3,H,9
AcpS_2,3,H,11
AcpS_2,3,H,12
AcpS_2,3,H,14
AcpS_2,3,H,17
AcpS_2,3,H,18
AcpS_2,3,H,19
AcpS_2,3,H,21
AcpS_2,3,H,23
AcpS_2,3,H,24
AcpS_2,3,H,26
AcpS_2,3,H,28
AcpS_2,3,H,29
AcpS_2,3,H,30
AcpS_2,3,I,1
AcpS_2,3,I,3
AcpS_2,3,I,4
AcpS_2,3,I,5
AcpS_2,3,I,6
AcpS_2,3,I,7
AcpS_2,3,I,8
AcpS_2,3,I,9
AcpS_2,3,I,11
AcpS_2,3,I,12
AcpS_2,3,I,20
AcpS_2,3,I,21
AcpS_2,3,I,22
AcpS_2,3,I,25
AcpS_2,3,I,28
AcpS_2,3,I,29
AcpS_2,3,I,30
AcpS_2,3,J,1
AcpS_2,3,J,2
AcpS_2,3,J,3
AcpS_2,3,J,6
AcpS_2,3,J,7
AcpS_2,3,J,8
AcpS_2,3,J,10
AcpS_2,3,J,16
AcpS_2,3,J,17
AcpS_2,3,J,19
AcpS_2,3,J,20
AcpS_2,3,J,21
AcpS_2,3,J,22
AcpS_2,3,J,23
AcpS_2,3,J,24
AcpS_2,3,J,25
AcpS_2,3,J,26
AcpS_2,3,J,27
AcpS_2,3,J,28
AcpS_2,3,J,29
AcpS_2,3,K,1
AcpS_2,3,K,2
AcpS_2,3,K,3
AcpS_2,3,K,11
AcpS_2,3,K,13
AcpS_2,3,K,15
AcpS_2,3,K,16
AcpS_2,3,K,17
AcpS_2,3,K,18
AcpS_2,3,K,19
AcpS_2,3,K,20
AcpS_2,3,K,21
AcpS_2,3,K,22
AcpS_2,3,K,23
AcpS_2,3,K,26
AcpS_2,3,K,27
AcpS_2,3,K,28
AcpS_2,3,L,1
AcpS_2,3,L,2
AcpS_2,3,L,3
AcpS_2,3,L,4
AcpS_2,3,L,5
AcpS_2,3,L,9
AcpS_2,3,L,11
AcpS_2,3,L,20
AcpS_2,3,L,22
AcpS_2,3,L,23
AcpS_2,3,L,24
AcpS_2,3,L,25
AcpS_2,3,L,26
AcpS_2,3,L,28
AcpS_2,3,L,29
AcpS_2,3,M,1
AcpS_2,3,M,2
AcpS_2,3,M,4
AcpS_2,3,M,5
AcpS_2,3,M,11
AcpS_2,3,M,15
AcpS_2,3,M,16
AcpS_2,3,M,17
AcpS_2,3,M,19
AcpS_2,3,M,20
AcpS_2,3,M,21
AcpS_2,3,M,22
AcpS_2,3,M,23
AcpS_2,3,M,26
AcpS_2,3,N,1
AcpS_2,3,N,2
AcpS_2,3,N,6
AcpS_2,3,N,7
AcpS_2,3,N,8
AcpS_2,3,N,9
AcpS_2,3,N,11
AcpS_2,3,N,12
AcpS_2,3,N,13
AcpS_2,3,N,14
AcpS_2,3,N,15
AcpS_2,3,N,16
AcpS_2,3,N,18
AcpS_2,3,N,19
AcpS_2,3,N,20
AcpS_2,3,N,21
AcpS_2,3,N,23
AcpS_2,3,N,24
AcpS_2,3,N,26
AcpS_2,3,N,28
AcpS_2,3,N,29
AcpS_2,3,O,1
AcpS_2,3,O,2
AcpS_2,3,O,3
AcpS_2,3,O,4
AcpS_2,3,O,7
AcpS_2,3,O,8
AcpS_2,3,O,9
AcpS_2,3,O,14
AcpS_2,3,O,16
AcpS_2,3,O,17
AcpS_2,3,O,19
AcpS_2,3,O,20
AcpS_2,3,P,1
AcpS_2,3,P,3
AcpS_2,3,P,4
AcpS_2,3,P,5
AcpS_2,3,P,6
AcpS_2,3,P,7
AcpS_2,3,P,9
AcpS_2,3,P,10
AcpS_2,3,P,13
AcpS_2,3,P,14
AcpS_2,3,P,20
AcpS_2,3,P,21
AcpS_2,3,P,30
AcpS_2,3,Q,1
AcpS_2,3,Q,2
AcpS_2,3,Q,3
AcpS_2,3,Q,4
AcpS_2,3,Q,5
AcpS_2,3,Q,6
AcpS_2,3,Q,7
AcpS_2,3,Q,10
AcpS_2,3,Q,13
AcpS_2,3,Q,14
AcpS_2,3,Q,15
AcpS_2,3,Q,16
AcpS_2,3,Q,17
AcpS_2,3,Q,19
AcpS_2,3,Q,20
AcpS_2,3,Q,21
AcpS_2,3,Q,22
AcpS_2,3,Q,23
AcpS_2,3,Q,26
AcpS_2,3,Q,27
AcpS_2,3,Q,28
AcpS_2,3,Q,29
AcpS_2,3,Q,30
AcpS_2,3,R,1
AcpS_2,3,R,2
AcpS_2,3,R,7
AcpS_2,3,R,8
AcpS_2,3,R,9
AcpS_2,3,R,10
AcpS_2,3,R,11
AcpS_2,3,R,13
AcpS_2,3,R,14
AcpS_2,3,R,15
AcpS_2,3,R,19
AcpS_2,3,R,20
AcpS_2,3,R,28
AcpS_2,3,R,30
AcpS_2,3,S,1
AcpS_2,3,S,2
AcpS_2,3,S,3
AcpS_2,3,S,5
AcpS_2,3,S,6
AcpS_2,3,S,9
AcpS_2,3,S,10
AcpS_2,3,S,11
AcpS_2,3,S,12
AcpS_2,3,S,13
AcpS_2,3,S,14
AcpS_2,3,S,15
AcpS_2,3,S,23
AcpS_2,3,S,28
AcpS_2,3,S,29
AcpS_2,3,S,30
sfp_1,4,A,5
sfp_1,4,A,20
sfp_1,4,A,24
sfp_1,4,A,27
sfp_1,4,A,29
sfp_1,4,B,2
sfp_1,4,B,4
sfp_1,4,B,8
sfp_1,4,B,10
sfp_1,4,B,12
sfp_1,4,B,13
sfp_1,4,B,16
sfp_1,4,B,21
sfp_1,4,B,28
sfp_1,4,C,1
sfp_1,4,C,3
sfp_1,4,C,4
sfp_1,4,C,5
sfp_1,4,C,7
sfp_1,4,C,8
sfp_1,4,C,9
sfp_1,4,C,10
sfp_1,4,C,14
sfp_1,4,C,19
sfp_1,4,C,27
sfp_1,4,C,29
sfp_1,4,D,1
sfp_1,4,D,4
sfp_1,4,D,13
sfp_1,4,D,16
sfp_1,4,D,19
sfp_1,4,D,23
sfp_1,4,D,24
sfp_1,4,D,25
sfp_1,4,E,2
sfp_1,4,E,16
sfp_1,4,E,17
sfp_1,4,G,8
sfp_1,4,G,26
sfp_1,4,H,10
sfp_1,4,H,11
sfp_1,4,I,5
sfp_1,4,I,15
sfp_1,4,I,28
sfp_1,4,J,1
sfp_1,4,J,2
sfp_1,4,J,7
sfp_1,4,J,12
sfp_1,4,K,1
sfp_1,4,K,2
sfp_1,4,K,8
sfp_1,4,K,11
sfp_1,4,L,19
sfp_1,4,L,20
sfp_1,4,L,29
sfp_1,4,M,5
sfp_1,4,M,12
sfp_1,4,M,24
sfp_1,4,M,26
sfp_1,4,N,3
sfp_1,4,N,14
sfp_1,4,N,23
sfp_1,4,N,24
sfp_1,4,O,12
sfp_1,4,O,30
sfp_1,4,P,8
sfp_1,4,P,9
sfp_1,4,P,12
sfp_1,4,P,15
sfp_1,4,P,16
sfp_1,4,P,25
sfp_1,4,P,29
sfp_1,4,Q,1
sfp_1,4,Q,3
sfp_1,4,Q,5
sfp_1,4,Q,6
sfp_1,4,Q,7
sfp_1,4,Q,18
sfp_1,4,Q,21
sfp_1,4,Q,29
sfp_1,4,Q,30
sfp_1,4,R,5
sfp_1,4,R,16
sfp_1,4,R,17
sfp_1,4,R,29
sfp_1,4,R,30
sfp_1,4,S,3
sfp_1,4,S,5
sfp_1,4,S,12
sfp_1,4,S,13
sfp_1,4,S,19
sfp_1,4,S,20
sfp_1,4,T,3
sfp_1,4,T,4
sfp_1,4,T,7
sfp_1,4,T,18
sfp_1,4,T,22
sfp_1,4,T,23
