"pool","mutate","predict_optimize"
0.000436283463429421,2.89558635365743e-06,0.00061705023128431
0.00101043636233415,5.34658453914188e-05,0.00116509234574268
0.00115771921794182,0.000113508893335704,0.00150795142903269
0.00188069133911277,0.000127562538689717,0.00177747991422431
0.00211330352270061,0.000184316257025105,0.00194906597243345
0.0025241933285623,0.00025457470704323,0.00206120755250826
0.00310483857677844,0.000284870591912069,0.00214354275645684
0.00574656612650461,0.000308799022350325,0.00220738018034669
0.00618769369937368,0.000359528245048695,0.00227327193823759
0.00656288278863126,0.000374540605423794,0.0023179465624703
0.00726141859310121,0.000375769375928025,0.00234350938341168
0.00744382882173506,0.000399804677751749,0.00236494089206026
0.00775314162508341,0.000445986545729591,0.00237589560522574
0.00807143995838377,0.000780997817374361,0.00238503026376729
0.00828533161828931,0.00078952999194821,0.0023920823104117
0.00971287427788079,0.000792325628679535,0.00239951366170983
0.0103892023984359,0.000811555615628986,0.00240437493704573
0.010597173984287,0.00083039816105137,0.00240783211711177
0.010929640529386,0.000838540323986316,0.00241133356731413
0.0110832475991367,0.000919364136464997,0.00241375445619135
0.0112059205836329,0.000963578323441036,0.00241551654097429
0.0122917437360726,0.000991934787803447,0.00241763704379151
0.0126132811513642,0.00146186542223779,0.002419297318973
0.0128565301625706,0.00149587802354171,0.00242016466001935
0.0131139207402235,0.00150300031600232,0.00242095332957703
0.0131697905863767,0.00156581099716335,0.00242161343740708
0.0132482946153206,0.00172916604157836,0.00242224382464163
0.0133035879778797,0.00175715361610396,0.00242269358576329
0.0133334915353165,0.00176315025387188,0.00242303048021326
0.0133442578882354,0.00193199241200495,0.00242355163605863
0.0133556332245229,0.0019376363629162,0.00242376599580867
0.0134944009716561,0.0020659435958718,0.00242396703963132
0.0135527163165817,0.00222136005306806,0.00242417628259716
0.013561432555115,0.00222449678679736,0.00242432661611152
0.0136567192462851,0.00222691203630089,0.00242445819874016
0.0136833680810633,0.00272644372136669,0.00242459144108984
0.0137127485096038,0.00282287059417113,0.0024246971305451
0.0137352447855451,0.00282910296692223,0.00242479637075683
0.0137757512465529,0.00289458859436954,0.00242486870337461
0.0138312520634422,0.0029015042019471,0.00242492974944125
0.0138369398129596,0.00291000289584416,0.00242498872460173
0.0138739580811384,0.00295197962663354,0.00242504202042252
0.0139112648728749,0.00297439310875799,0.00242507550559844
0.0139506366871501,0.00301267432504482,0.00242510305310407
0.0140336538017167,0.00304290303236015,0.0024251341241189
0.0140818569557622,0.00305759949146772,0.00242515737353757
0.0140934940954406,0.003069751054154,0.00242517637530121
0.0142299432392444,0.00307188305722935,0.00242519555498717
0.0142664404808491,0.00330134068624419,0.00242521120784015
0.0142945181514344,0.00334830937979496,0.00242522631018467
0.0143129410338853,0.00337210747261106,0.00242523777637511
0.0143208456041101,0.0033769254687679,0.00242524707402858
0.0143490510934851,0.00337972958270586,0.0024252570515471
0.0144140720336402,0.00338304634637519,0.00242526546412055
0.0155594479160264,0.00353595892805572,0.00242527235658372
0.0155768973850857,0.00360717957636636,0.00242527895929396
0.0155874795740265,0.00403045124763078,0.00242528433403704
0.015609176581843,0.0040348156927125,0.00242528880130474
0.015624993496696,0.00412002697409831,0.00242529303588211
0.0156857102633493,0.00413329741305811,0.0024252960970998
0.0156907531274116,0.00423093137881108,0.00242529898769993
0.0157532579629267,0.00426646173818253,0.00242530178869348
0.0158105121000781,0.00429678472151225,0.0024253038228869
0.0158129314282043,0.00432849384669141,0.00242530646709155
0.0158224881344068,0.00452533795426852,0.00242530916589072
0.0158273714999054,0.00453289874834285,0.00242531083263032
0.0158449145743364,0.0046267188479523,0.00242531259133771
0.0159218234884699,0.00464037844674705,0.00242531370317434
0.0159532802670805,0.00477384412888142,0.00242531523688687
0.0159893081973063,0.00477828652925604,0.00242531672404439
0.0159938373019416,0.00488184517473018,0.00242531775105251
0.0160463239466605,0.0049102995390037,0.00242531860532115
0.016166506147406,0.00492346604090702,0.00242531929998526
0.0161890277198229,0.00503583939544097,0.00242532000241315
0.0162069969092656,0.00504302659765867,0.00242532068435922
0.0162124461336368,0.00593720964143766,0.00242532135079547
0.0162329974452161,0.00611811503627813,0.00242532186420651
0.0162460464838309,0.00618202562814613,0.00242532241380986
0.0163267704938969,0.00621470275029848,0.00242532281923759
0.0163504118001025,0.00626152863967379,0.00242532341435962
0.016354322063961,0.00631277104904215,0.0024253238475003
0.0165043471711069,0.0063366505625011,0.00242532428505615
0.0165329365756794,0.00652219050902732,0.00242532455642533
0.0165362354057014,0.00657485637930562,0.00242532488314498
0.0165543872054725,0.00660915541482208,0.00242532514325476
0.0165756375687015,0.00664069851383442,0.00242532533682582
0.0165967502126365,0.00668605788737104,0.00242532555815334
0.0165977351752627,0.00670209266571617,0.00242532577443956
0.0166336877482024,0.00678442049031758,0.00242532596227975
0.0166346615955347,0.0067861094061043,0.00242532610796031
0.0166440179758793,0.00680132010761373,0.00242532625577537
0.0166726540111321,0.006807641280938,0.00242532641988153
0.0166885738973485,0.00681120350732231,0.00242532653118982
0.0167047889448024,0.00690282506163027,0.00242532666754384
0.0167315468121792,0.00691480910412588,0.00242532675347123
0.0167333669555031,0.00697493419176277,0.00242532685850039
0.0167423599824121,0.00700813360604575,0.00242532694709547
0.0167584796619449,0.00705084404516058,0.00242532703522826
0.0168090081390717,0.00718012158820859,0.00242532710327474
0.0168122843797106,0.0072120066569248,0.00242532718028972
