,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1,1,1,1,1,1,1,1,0.78,1,1,0.64,0.76,1,1,1,1,1,0.69,1,0.69,1,0.66,0.63,1,0.73,0.8,0.67,1,0.66,1,1,1,0.45,1,0.62,1,0.39,1
2,0.56,0.76,1,0.58,0.6,1,1,1,1,0.66,1,1,0.81,1,0.6,1,0.67,1,0.5,0.68,0.73,0.55,0.5,0.73,1,1,0.7,1,0.71,0.6,0.44,0.63,0.53,1,0.65,0.7,0.22,0.61
3,0.57,0.65,0.69,0.58,0.6,0.72,0.8,1,0.74,0.66,0.71,1,1,0.72,0.58,1,0.68,1,0.57,0.68,0.71,0.68,1,0.73,1,0.82,0.75,0.67,1,0.66,0.45,1,1,0.72,0.64,0.72,0.34,0.56
4,0.62,1,0.64,0.56,1,1,1,0.73,1,1,0.65,1,1,1,1,1,1,0.7,0.59,0.66,0.7,0.62,0.57,0.69,0.74,0.84,0.67,1,0.65,1,0.45,1,0.55,0.74,1,1,0.32,0.62
5,1,1,1,1,0.59,1,1,1,1,1,1,1,1,1,0.68,1,0.72,1,0.53,1,1,1,1,1,1,1,1,1,1,0.6,0.54,0.75,1,0.68,1,1,1,0.58
6,1,0.63,1,0.58,0.63,1,0.71,1,1,0.67,0.68,0.74,1,0.77,0.58,0.79,1,0.76,0.55,0.66,0.74,0.64,0.63,0.7,0.77,1,1,0.64,0.73,1,0.54,0.59,0.51,1,0.55,0.67,0.29,1
7,0.57,1,0.7,1,1,0.71,1,1,1,1,1,1,1,0.74,0.59,0.76,0.69,0.74,0.58,1,1,1,0.63,1,1,1,1,0.67,1,0.68,1,0.67,0.51,1,1,1,0.35,1
8,0.58,0.71,0.68,0.63,0.56,0.74,0.76,0.78,0.77,0.72,0.66,0.79,1,0.76,0.64,0.78,0.66,0.71,0.56,0.65,0.73,0.53,0.58,0.68,0.76,1,0.64,0.71,0.55,0.63,0.52,0.63,0.52,0.67,0.61,0.67,0.33,0.66
