"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"result.116",0,0.182182936144225,0.00534955676901424,0.0793123057084939,0.265176977947015,0.135963450976703,0.00190368097269449,4.77654653982534e-06,0,0,4.27042597010784e-08,0.00119549748845844,0.00103753988533336,0.01058011457762,0.0365806132586084,0.174843778245458,1.39097675284126e-06,0,0.00880452727077803,0.000812967493290263,0,0.000558100707023083,0.0477440973808279,5.11612638068545e-06,0.513413027248108,0,0.00152350185417221,0.0259265371252361,0.655540018451395,0,5.03343176418028e-05,0.00395288847479781,0,0.265618805292509,0.029088168976056,0.0176595268388854,0.00020792508952992,3.26515674354086e-05,0,0,0.0138628572670203,0.000956726972049594,0,0.000356619123391983,0.00154289902613936,0.0652317514764248,0.00171134949516704,2.09698815424992e-05,0.00280970287840501,0.00155650848789496,0,3.340074379749e-06,0.0460988873572941,0.000203039790787997,0.033605700422687,0.00576655422958978,0.149650769877602,0.00141679990048848,0,0,0.00126011828794521,0.00236013071732347,0.00206213785904078,0.195008328553752,0.062447689951455,0,0.239803554208191,0.0755306829833125,0,0,6.79149003638315e-05,0.000230599965034892,0,0.591732912626314,0.000543216313108844,0.00769711201990223,0.00809970579977988,0.0125219301499481,0,0.00355759965859956,2.88897198930621e-07,0.0179991940958231,0,3.14072000639753e-09,0.0866528927505565,0.000535087838304964,0,4.40397724585071e-05,0,0.00640278531994651,0.000401993821953732,0.0899954242576364,0.111101974009827,0,0.000496038220929436,0.000481615292488677,0,2.85868268612129e-09,0.00633318080352526,0.0308154521612422
"result.117",0.999999977882551,0.999991933619158,0.999998943283553,0.999999971052039,0,0,0.999999738375079,0,0.999999972756313,0.999999852697337,0,0,0.9999999826305,0,0.99999950167783,0,0.999878745562244,0.999999990802887,0,0,0.999999978683847,0,0,0,0,0,0.999999986227848,0.999994438654434,0,0,0.999999922024176,0,0.999999994037538,0,0,0,0,0,0,0,0,0,0.999999981331697,0.999999983740094,0,0,0.999999961186584,0,0.999999466472689,0,0,0.999999927970518,0,0.999999875239957,0.999999590032036,0,0,0,0,0,0,0.999999987404891,0.999999978704219,0,0.999999982835229,0,0.999999986224113,0,0,0,0,0.999999785120326,0.999999569450431,0.999986684922891,0.99999932649901,0,0,0,0.997660726580288,0,0,0.999999993122274,0,0,0,0,0,0,0,0.999999988979965,0,0,0.999772196513214,0.999999975235231,0.999999981314193,0.999999972733286,0.999999985720424,0,0,0
"result.118",0.41317923438701,0.105617926716219,0.905570995117653,0.754368910232096,0.0773191862304986,0.803254761552197,0.943516831855408,0.941475702964036,0.468907169191527,0.938025021448292,0.678690516521792,0.117633115115102,0.79413820019564,0.568881555670704,0.8819469769344,0.393305791106989,0.00983417445342672,0.0352439389255379,0.129193582656703,0.203927399902919,0.0840484219372139,0.797878359052376,0.00821140558948523,0.389497657147939,0.7747433729493,0.449744512981307,0.798052313751204,0.980088459397393,0.0484268070351758,0.52812953629186,0.959474878005941,0.99678846832983,0.54890404100712,0.0109304011959489,0.309103730235864,0.943518703741561,0.737353013118484,0.933112017683056,0.837162247777553,0.469293443108066,0.793689252301487,0.814637708678779,0.47929670979666,0.990026207693989,0.983892103650111,0.00426284018111331,0.962223560997852,0.467785595688295,0.177161086076324,0.892862004782633,0.165337914894804,0.282289160835062,0.9700187073474,0.514885656105414,0.723624223022277,0.903315806280021,0.570506062997415,0.821924582116235,0.181772492718749,0.154354521255006,0.57206115805782,0.925557620459792,0.17698209193562,0.485190172041737,0.552431390669852,0.352217975367193,0.77672550413618,0.42328851252977,0.544375673346875,0.72185202254664,0.191998464114744,0.25046334567345,0.760448241059355,0.362357629924371,0.810358069448507,0.166966741137519,0.978949354380992,0.884830420037854,0.401930311399676,0.813228603130982,0.774349303609591,0.643921508476089,0.157158015258077,0.70514733349792,0.888861440726664,0.0932193803581573,0.8483473784082,0.666323039861722,0.964647740363799,0.180001998983842,0.964313562941085,0.840577364331041,0.980322638241117,0.06782376074423,0.0878119396314665,0.413925226430153,0.970517161563616,0.884122963788906,0.261236766254721,0.95735944120782
"result.119",0.999998368572583,0,0,0,0.999999630648573,0,0.999998598171977,0,0.999998624671296,0.999999676389485,0.999967462718568,0,0.999999927647911,0.999999329880423,0.999999673120503,0.999999238805993,0.999999564763958,0.999996056768403,0,0.999999606827357,0,0.999999700699202,0.999998647299897,0.999999463249318,0.999998898056533,0,0,0,0.999999578413143,0.999999678670863,0.999999816629967,0.999998963822262,0,0.999947776495451,0,0,0.999999301655856,0.999920946401317,0.99999944319001,0,0.999999600210108,0.999549874202364,0.999999805248563,0,0,0,0,0,0,0.999994232983405,0,0,0,0,0.999997245366353,0.99999748303582,0.980684159695775,0.999999357646922,0,0,0,0.984548808762915,0.999999715092123,0.999999490308048,0.550571364338573,0.999998773103844,0.999999314658113,0,0.999999517161766,0.99999922789519,0.99989086823147,0.999999948540859,0,0,0.99864141263624,0.999999550222671,0.999999562631427,0,0,0.999999478790733,0,0.999999564086585,0.999999789614157,0.999999767976053,0.999999664050508,0,0.999996391275058,0,0,0,0.999999663739058,0.999998493241466,0,0.999997517419911,0.999999908384144,0,0,0.999989292528971,0.999871709879493,0.999999603135028
"result.120",0,0,0.999993523399499,0,0.999999917431678,0.999999427236055,0,0,0,0,0.999998586045818,0,0.999999920823215,0.973542130504184,0,0.505120873636495,0,0,0.999996899009995,0.995297321261403,0.999999484421104,0.997258135357438,0.999927748347796,0.992583581887238,0.999748679180857,0.999998661108138,0.999996906620307,0.999999787812068,0,0.999995896587508,0,0,0,0.998615085938316,0,0.999373937699721,0.999994311188056,0,0.99999966291913,0.998044004068888,0,0,0,0,0.991616454709881,0,0,0.969085554691824,0,0.999999466132513,0.999822568184811,0.00259444974778576,0,0,0,0.630208791876521,0.996460145602199,0,0.999995091190282,0,0.999062912992963,0.999968092273326,0,0.997891183604044,0.999997909237716,0.0149525153672278,0,0.999999582279539,0,0.999999771815574,0,0.999989239387537,0,0,0,0.999997467411366,0,0.999999902954143,0.999964969021288,0,0,0.999999166483824,0.99999289319257,0.999621514840547,0.999999232192001,0,0.99999261730178,0.999999882717399,0,0.99999820569224,0.999912589469245,0.999999100733031,0.999998904289861,0,0.999999320788082,0,0.999999624925431,0,0,0.999971931624467
"result.121",0.999999919404422,0.99999991630118,0.999998680746807,0,0.999999988685114,0,0,0.99999997675077,0.999999808871124,0.999999904904968,0.99999984608292,0,0.999999952158162,0.980529460914142,0.99999981360465,0.99999938877749,0.999999830925447,0.999062243698912,0.999996892935703,0.999999239446251,0.999999717990362,0.999999957985783,0,0,0.999999940973799,0.99999995427375,0.999999915135316,0.999999899334431,0.999994097161005,0,0,0.99999910851674,0.999999777068296,0.999999993376979,0,0,0.999999537685275,0.0489483057689122,0.999999879813586,0.999999955603661,0.999998997980456,0,0,0,0.999999647294271,0.999546680430778,0,0.999970410859344,0,0.999999920087314,0,0.999999916138068,0.999999978440581,0,0,0.999989695223846,0.999956530785266,0.999851784992984,0,0.999999911069692,0.999999988262014,0.999999920954482,0.999999929634521,0.999999786417133,0,0.99990351511314,0,0.999999977616887,0.999999890157752,0.999997079210475,0.999999904774467,0.999989383395744,0,0,0.999995741442377,0.999999950084936,0.999998609085349,0,0.999999620944791,0.992822432528045,0.999999839178765,0,0.999999950040681,0.999999988761912,0,0.99999996356066,0,0.999998058175346,0.999978786499306,0.999999792093215,0,0.999999985463722,0.999999969466629,0,0.999999893819612,0,0,0.99999998797578,0.999999755614813,0.999528216893662
"result.122",0,0,0.999994662211036,0,0.999998683904262,0,0,0.999480069825686,0.967378472242071,0.999953996586834,0,0.9999840798911,0,0,0.999974998729509,0,0,0,0,0.999961408998065,0,0.999989870658477,0,0,0.753338021354929,0.999103894589435,0,0,0.999970108570677,0.999933064270896,0.980256245629906,0,0.999146266060634,0.999859716986522,0,0,0,0.999836227324991,0.99989876180038,0.783625894851356,0,0.999951522253905,0.999992496868009,0,0.999986520956678,0.999949544959076,0,0,0,0,0,0.999928423748743,0.999978259865108,0.999978446438587,0.998935294035441,0,0.999959212631823,0.999140719937649,0.99994544155259,0,0.999993119706635,0,0.999995358203698,0.999980120241284,0.999981460576523,0.998923480926955,0.984563649753089,0,0,0,0,0,0.99995424187984,0,0.998718986352696,0.999578300929889,0.999978965255754,0,0.999997617871062,0.999997355507188,0,0.999512063337213,0.999850819411604,0,0,0.929242290411438,0.999992065286597,0.974992011517985,0,0.999943540328923,0,0.9999532036675,0,0.999997116573197,0.999997267255917,0,0,0,0,0.999954869410069
"result.123",0,0.0600887976608495,0.183003209366604,0.413091382919721,0.0714237607416922,0,0.00281599664712622,0.000455522534032557,0.00483956492280259,0.0019729283647372,0.00365833412869208,0.789801725082471,0.0123873851535455,0.0594117028655737,0.000547268116546862,0,0.0969735604760912,0.330683287808909,0.102875871713168,0.196489792246148,0.552705161314546,0.489543046445797,0.155049453580389,0,0.127084774065669,0.0023066987476329,0,0,0.00327693348448764,0.87235763675431,0,0.105104904826586,0.947274141290838,0,0.0195183849684684,0.00536513934048533,0,0.00679275010782034,0.260565755495538,0,0,0.956204615940808,0.773357782325949,0,0.451444730441492,0.0628086290340841,0,0.216241853581432,0.000464061657891489,5.96364809138841e-06,0.729231291819774,0.040545776396766,0.0512526625690313,0.00289217253403246,0.906203548438318,0.165794019409277,0.227835140038002,7.05059019256549e-05,0,0.104481262483872,0,0.546899132673714,0,0.278114689816004,0.667362015385332,0.125048099733682,0.351015234339047,0,0,0.387012611182974,0.55274845727699,0.029921131412333,0.0226385751255332,0.0078024455518543,0,0,0.0226617438598537,0.800539937428279,0,0.0798432062754749,0.00122389097377679,4.35287255614159e-05,0.0866364204264074,0.136122320752551,0.0532154893388011,0.000285562797222115,0.0166747201101661,0,0.516734338400856,0.234194639283069,0.241017182325628,0,0,0.589676865120015,0,0.344087361782556,0.236410458314864,0.321422288964128,0.0937167797893824,0.0400991175632038
"result.124",0,0,0.997308627943923,0,0.953716855671356,0.999684789688271,0.999959258154444,0.564274775841556,0,0,0.956992354755098,0,0,0.954903887702055,0.99991135459311,0,0.999946926953366,0.999947854928533,0,0,0,0.919909181795998,0,0,0,0.999983020469712,0.999947554357282,0,0.999472930322341,0.983331052022732,0,0.999984301979433,0.999949630443738,0,0,0.999825090004675,0,0,0,0.999815023035071,0.999997680999693,0,0,0,0,0.999855680678254,0.999849907940816,0.999954162046166,0,0,0.999960200254128,0,0.999811770020484,0,0.99998938163841,0,0.999975015116345,0.999993526393044,0,0.999858233282164,0.982541144076365,0.999739892462807,0,0,0,0.999668092489346,0,0.999798268916716,0,0,0,0,0.999992789925196,0.999979148515916,0.95791624115981,0,0.999996409295812,0,0,0.999796026259054,0.999997113149264,0.999842712292246,0,0,0,0.998837737006974,0,0,0,0,0.999884283906242,0,0,0,0.994046325670596,0.997029352884311,0,0.999952302204627,0.981299749660469,0.999988329932175
"result.125",0,0.083207665329755,0,0.628248901200646,0,0.00129890192705842,0,0.0112177238555988,0.287851521153552,0.00961548810263754,0.00283587683453241,0.427577856827157,0.00157624051157402,0.00707122341861989,0.185104494390887,0.462558143092077,0,0,0.266942435653768,0,0,0.0386027190582077,0,0.0016444890968927,0.000378779747566772,0.294796937114728,0.0940585132556758,0.0129309939377459,0.707291449685666,0,0.11711702756799,0.059797096051206,0.0197395762106347,0,0.00683328126935281,0.0194189512300291,0.137976807909184,0,0.0961041090380248,0,0,0.0471952535729457,0.00834555772283101,0.0136049185954976,0.765887226812833,0,0.0974383037206854,0,0.499910170073554,0,0.000106247786440437,0,0,0.0849358843516476,0.119049471590888,0.00327602084531307,2.85216282021304e-05,0.000219399678352657,0.00373579085992665,0,0,0.444412219401768,0,0,0,0,0.298708922213832,0.406401923843917,0,0,0,0,0.00366383947487215,0,0,0.511893780331416,0,0,0.00401210523314962,0.810488786269842,2.01078456344725e-06,0.00660812574979765,0,0,0.133541327891236,0.366798736959183,0.00605994072003475,0,0,0.19196879452418,0.0138805826938639,0.000298235714073312,0,0.00113198895098161,0,0.0680330621363541,0.0724835586628005,0,0.936158892161056,0.00100576645689796
"result.126",0.999999843145964,0.999999898885327,0.999999982938723,0.999999970999241,0.999999963391622,0.999999977823917,0.999999976896565,0.999999938801663,0.999999953660568,0.99999994906722,0.99999993270966,0.999999869560962,0.999999982815076,0.999999809999351,0.999999981764007,0.99999995114426,0.999999951846273,0.999999967375784,0.999999794972839,0.999998134825314,0.999999939810782,0.99999998199067,0.999999987848979,0.999999974042249,0.999999964038602,0.999999880304629,0.999999794251804,0.999999795761162,0.999999942022275,0.999999944759854,0.999999986724898,0.999999933821002,0.999999907999444,0.999999970726668,0.999999937940009,0.999998664201577,0.999999940130964,0.999999983788327,0.999999990606919,0.999999838313496,0.999999936189124,0.999999768436281,0.99999995368718,0.999999185808607,0.999999924532916,0.999999972875882,0.999997857679887,0.999999866293226,0.999999979825426,0.999999975582751,0.999999944514176,0.999999952586933,0.999999845425024,0.999999871887809,0.999999893808903,0.999999867356317,0.999999953757647,0.999999944904079,0.999999933672606,0.999999877347986,0.999999964962015,0.999999933631596,0.999999976795617,0.999999967837184,0.999999987617527,0.999999791511322,0.999999939261935,0.999999917940196,0.999997599163457,0.999999839534061,0.999999885118832,0.999999982269978,0.999999970953064,0.999999905442862,0.999999991038098,0.999999933837947,0.999999950854092,0.999999985197374,0.999999974243361,0.999999983208673,0.999999931832597,0.999999922305533,0.999999943590682,0.999999974223109,0.999999928671747,0.999999923659192,0.999999943712095,0.999999984523193,0.999999958120828,0.999999902248598,0.999999804707133,0.999999660495249,0.999999975171969,0.999999978799848,0.999999729465751,0.999999801259009,0.999999962583621,0.999999970167692,0.999999748465848,0.999999933332175
"result.127",0,0,0.99996389992142,0.999999170960604,0.999548945805135,0,0,0.999984999853743,0.998645292709913,0.999999470573891,0.999999563136704,0,0.999999568413045,0,0.920833040559605,0.999999897575276,0,0.999999768022848,0,0.9999987152372,0,0.00345985614800449,0,0.997567736938287,0.999963415337846,0.999999914011835,0.999994661596976,0.999981541318375,0.996177973826289,0.999998907726053,0.999999902352401,0.999947921277022,0.999999922516888,0.999999949827442,0,0,0.999997946998497,0,0,0,0.99999516105291,0.999999823953461,0.99999942083691,0.999259326272956,0.999432359048786,0.999999928555858,0.999984465393955,0.999999492349657,0,0.999998195221944,0,0.991133168981404,0,0.999996133333521,0,0.999999755289189,0.170757937754991,0.999925767136699,0,0.335125952670164,0.999997824105362,0.0008837393492415,0,0.999999933853411,0,0,0.999999854862053,0,0.999995068497441,0,0.999999746410325,0,0,0,0.999999426946763,0.999996345976534,0,0,0.999936920070698,0,0,5.17218362270952e-07,0.00039383303395254,0,0.999999895890356,0.999997005247953,0,0.999999499501567,0,0,0,0,0.999954890463804,0,0.997847651985072,0.999999632863843,0,0,0.999999691082227,0.999999735191262
"result.128",0.999999988399172,0.999999995500609,0,0.999999712764368,0.999997536761027,0.999999989412042,0.999999995206653,0,0.999999985946979,0.999999992117326,0.999999989046995,0.999999994180991,0.999854460636352,0.999999991703806,0.999999820594274,0.999999986689313,0.999999993532746,0,0,0.999999987931182,0.999999972903822,0,0.999999986978555,0.999999761175385,0.999999990583206,0.999999961243387,0.999999976559089,0.999999995298775,0.999999992606661,0.98468823067222,0.99999999868254,0.999999973919513,0.99999827139956,0.999999982810838,0.999999749027577,0.999999933473226,0.999999994677395,0.999999941629518,0.999999994717532,0.999999995869667,0,0.99999998612485,0.981060502017746,0.999999993858156,0.99999999240041,0.999998877519459,0.9999939305294,0.999996531247186,0.999992244968054,0.999999990641191,0,0.999999992812758,0,0.999999968162121,0.999999997372022,0,0.999921214023406,0,0,0.999999953389658,0,0.999999986299731,0,0.999999210294602,0.999999976907218,0.999999983721063,0.999999990459031,0,0,0.999999983688131,0,0.999999961260638,0.999999992990845,0.999996585388099,0,0.99973595900757,0.999999989926751,0.999999960885947,0,0.999999292582084,0.962802103669722,0.999999924085082,0.99999990598058,0.999991166396346,0,0.999998924625435,0.999999985797148,0.99999997462909,0.999999889481123,0.999999942651327,0.999999983656317,0.999999997285387,0,0,0.999999997942089,0.999999993097234,0,0.999999990192496,0.999999992161628,0.999999963350653
"result.129",0.99999007901076,0.990910240311582,0.999999323891034,0.999996687463454,0.999999367480958,0,0.999998801963842,0,0,0.99999947531867,0.999997327545074,0.999999263855777,0.99999928688428,0.999878440558854,0,0.999997529385938,0,0.999999733094621,0.999998426743129,0,0,0.999992534697761,0.999976706808788,0.999997756259098,0,0.999998040379003,0,0.999940938511516,0.999999679943258,0,0,0,0.999986308334639,0.996201206470264,0.999998178883132,0.998267219268274,0,0.999997249060358,0.999997336723796,0.999999130728057,0.999999580172476,0,0.999995786468614,0.999999376719654,0.999958007105717,0.999999098959059,0,0,0,0,0.999999746508015,0.999202446470977,0.999330159367146,0,0,0.999999870872098,0,0.999996811245497,0.999999270768362,0,0.999999700943677,0.999999777296052,0,0,0,0.999998138878142,0.999993147712466,0.999987708239324,0.999998200750937,0,0.999999345726573,0,0,0.999999904716513,0.999998150483129,0,0.999997395106847,0.999996384317165,0,0.999999371687436,0,0,0.999999576537168,0,0.99998621224288,0.999999560292085,0.999958261716408,0,0.999992623672026,0.999998934758625,0.999848542967119,0,0.99996578816721,0.999998052249545,0.999999667817602,0.999999259616513,0.999998990295382,0.999999639650088,0.999999093375188,0.9999996387298
"result.130",0.000115617893002913,0.155045177801066,0.0192602425201808,0.00132738823584772,0.258845521982973,0,0,1.25738956266826e-06,0,1.54756914567643e-06,0.0426680881982643,0.0043560811100989,0.00117168448037031,0.309866874662137,0.0132199346847741,0.0759145344220058,0.0586022377459635,0.0224855437771687,0.056363140958772,0,0.000478456530342382,0,0.00211985758710046,0.0504100246380963,6.50960398667505e-05,0.0730391967089036,0.652600284839428,0.257293598906145,0.117688975453725,0,0.0317767583325246,0.173413766194229,0.169116050919314,0.00531480125755844,0.0126278198096595,0.00615962146031339,0,0.0937796165136317,0.0495963626982528,0.00363346982669711,0.0300313521767021,0.0656338042232404,7.01004067310812e-05,0.482550613316628,0.0149801250857065,0.196958809278795,0.159519394579292,0.017201570032728,0.431667185200339,0,0.144973883606361,0.192583733696407,1.8280543317614e-05,0.00314227399644206,0.00446059916852846,0.749618454801649,0.04061287974056,0,0.117119866794868,0.242981556192657,0.00795457302137466,0.093075159127125,0,0,0.332750129613044,0,0.00453063345344685,0.738361931971943,0,0.000153849399321669,0.590372730584016,0.251800381100223,0.00730586113122825,0.00377345727787443,0.0335708363001321,0,0.819911440912363,0.00330646027003425,0.676527462971119,0,0.965884907915008,0,0.939421289172244,7.61965186326929e-08,0.0117163168788698,0.223005609723081,0.00444107200877687,0.0496664515018512,0,0.113597517530241,0.0733574683815053,0,0,0,0,0.0103863436206357,0,0.0987829289083852,0,0.167746277965022
"result.131",0.999997826060859,0.999994930498527,0,0.999992416833729,0.962593813844757,0.999997436987207,0,0,0.999986769468137,0.999998587970387,0.999984887456971,0.999991494191753,0.999944604926997,0.365387959128177,0.99996743414971,0,0.999991496962405,0.0834039335226428,0,0,0,0.990499409250685,0,0.473970654026088,0,0.999968135283357,0,0.999999345588328,0.988894644559221,0.999999344088729,0.999805768288281,0.999983589618121,0.999961643255466,0.999988678539192,0.999940138035493,0,0.99998110129063,0.999940543585985,0.999435361008416,0.999967241608669,0.999762929743596,0.999999025003049,0.999995480994501,0.999994909984618,0.999970387356848,0.999858638158562,0.0164169063817406,0.999999147410164,0.999999492508282,0.903611438411804,0,0.999994224547322,0.138075082035488,0.999998242780924,0.999994623116716,0,0.999999322932794,0.999721808734576,0.998012831153568,0,0.9999993598687,0,0,0.999998974161351,0.999995074141776,0,0.999997160636585,0.99998636980086,0.999999746974602,0.99996048775049,0,0,0.999997181182616,0,0.999994285873265,0.999996884788975,0.999998452379366,0.999994321905002,0,0.999997289619368,0,0,0.999575192787477,0.999997167892279,0,0.999999294611558,0.999996522398712,0.999998983005722,0,0.99999477050777,0.999998560931971,0,0.999988726696657,0,0.999999704386422,0,0.999999806868592,0.999971019208891,0.969666824565893,0
"result.132",0.999964018277906,0.0619748322508858,0.999991041733882,0,0.999919104886891,0.999938112801226,0,2.36031113197675e-08,0,0,0,0,0.999991940941799,0.405724634982256,0.570291083601895,0.999544295810671,0.997250501350768,0.97363019001081,0,0.998146682811932,2.53712014440562e-06,0,0.579108733461519,0.967071272398048,0.185264178683464,0,0,0,0,0,0,0,0,0.115608293269649,0.996684993803832,0,0,0,0.99965382675103,0,0.999778907901261,0.993127482066803,0.99964901990498,0,0,0,3.45162435743253e-06,0.999639048726656,0,0.999753063778486,0,0,0,0,0.00723140789825709,0,0,0,0,0,0.532747858974303,0,0.00151269101057887,0.998781510619989,0,0,0,0,0.925213701748553,0.99992893064148,0,0.999231892308402,0,0,0,0.99985986224103,0.967627294992075,0.999966056758318,0,0.812824086547552,0.999728282427624,0.000157918358772054,0,0,0.922730300460027,0.885902643913563,0,0.999723257540576,8.11355636677602e-05,0.995079744843304,0,0.974691570500845,0.997811979613954,0,0.999974284944204,0,0,0.999781537452151,0.99977736622298,0
"result.133",0,0,0,0.999981578461429,0,0.999714670140616,0.999999432996645,0,0.999980590917183,0.991581928589567,0,0,0.999998069440032,0.999999278487726,0,0,0,0,0.999999453408857,0,0,0,0,0,0,0,0.99999894794422,0.999997031576859,0.999993574346429,0,0,0.999997145270104,0,0,0,0.996191937724498,0.999998420147956,0,0,0,0.999999562123477,0.999950330728783,0,0.998627355154691,0.999999444833642,0,0,0.999999563385189,0,0,0.999998712434027,0,0.999999643199576,0,0,0,0,0.999999491201786,0.999999423332835,0.999978654993656,0,0,0.999999867175094,0.999999840509995,0,0,0,0,0,0.999998477388088,0,0.999036284548619,0,0.999959691661725,0,0.998496744460266,0.999999863666964,0,0.999998893015973,0.99999797309566,0,0.999998880311437,0.999911533270435,0,0.999999464281856,0.999991862083382,0,0.998862259648452,0,0.999998559861604,0.0641492049870907,0,0.999943862711721,0,0,0.99999880870762,0,0,0,0.978373231633176
"result.134",0.999999649881635,0,0,0.99999909404273,0,0,0,0.999999318473344,0,0.999811621129042,0.999999826970398,0,0,0.999999890635939,0,0,0.999999965733989,0.999999150840218,0.999999836816665,0,0.999999990594809,0.999999973326896,0,0.999999958000405,0,0.99999986188359,0.999998331971318,0,0.999997807875553,0.999376168249847,0.999999958569515,0.999998234992067,0.999998102879347,0,0,0.999999906032381,0,0,0.999998378129025,0.999723717988191,0,0.999987604869315,0,0.999998634153209,0.999995591421284,0,0,0.999999963056976,0.999999077829404,0,0,0.999996968860559,0.999999944001672,0.999999986021332,0.999999986772674,0.999999248156063,0,0,0.999999949038242,0.999999133773687,0,0,0,0.999999960565316,0.999999984569598,0.999716996375524,0.999999937104775,0.999999871195402,0.99999989442402,0,0,0.999999883187306,0.999999912539869,0,0.999999181516698,0.999999294626801,0.999999813563521,0.999999636925618,0.999999927625188,0.99999980103198,0.999999770894464,0.999994682108371,0.999997798653693,0,0.999999965686205,0,0.99999998966031,0.999994195735442,0,0.999998704664773,0.999998427378985,0.999999963009637,0,0,0.999993153020333,0.999999915206295,0,0,0.99999936508376,0.99999986923385
"result.135",0.0114353010792057,0.00139387635406159,0.0144948077666763,0.0531708943030825,0.00190682515089087,0.000914796688579288,0.343243422689946,0.00149507775346784,0.00159175737389879,0.000196740961945465,0.0423441890447234,0.00626281228019364,0.00925483118455123,0.0084710389069864,0.227178674043921,0.000419643621122621,0.00555561393164919,0.00446852313349564,0.00098767116691098,6.5237557257528e-07,0.000192063230405549,0.00533269743385472,0.0147487577091385,0.0471513326257553,0.0222607476086493,0.114974954792017,0.00130410058352379,0.120340273931875,0.000178878996935371,0.000439620473486003,3.66768557311298e-05,0.000960374219900221,0.00226004463955697,0.00147907021728004,0.0335581897527297,0.000267695508581252,0.000849439168042789,0.01927286872517,0.000204584918897733,0.147528105635555,0.112470872720919,0.000728011774678485,0.00816354949118494,0.0314310687509905,0.0475985574358312,0.00175819511913954,0.00298714988517425,0.00106170883212746,0.0660348782975574,0.0300415773740328,0.00353244396242983,0.305863834077733,0.0390592205727095,0.00288094559833018,4.11686072304849e-05,0.0128017367367819,0.0242227074993494,0.00118285825702887,0.00213362180812439,0.681181516917342,0.0460338884966512,9.51451600907257e-05,1.28804518541197e-07,0.00957383709022177,0.000359584001846281,0.000244503177737051,6.60580364999633e-05,0.0139730890495969,0.00269319691464832,0.127610697888672,2.91307818258028e-05,0.00741097775157593,0.0651857144396926,0.060654261748337,0.0207233868810934,0.0227645110226581,0.00741585291816387,0.00104184356583996,0.306542603707388,0.00313481480060221,0.00358361265621603,0.00946660683395371,0.000278504271533286,1.57505775112443e-05,0.00980924979185734,0.000547355694954051,9.39358748369932e-06,0.00165696933736099,0.429960262186902,0.00297932731560192,2.25056462309019e-05,0.00291437068982973,0.0100424445417669,0.00586620390539521,6.05093798339892e-06,0.0263980880362883,0.0322348971608564,0.00106988635985562,0.0825429891294698,2.59275269016094e-06
"result.136",0.999949084380766,0.999936227485186,0,0,0.995428741820805,0,0.999552369498819,0.999962531576825,0.999988784357798,0.999994056177031,0,0,0,0.954997553663474,0.999998719210953,0.999954028921036,0,0,0.999974235398212,0.884738958035699,0.684531362395605,0.999998716468565,0.999994153327056,0.999868299219318,0,0,0,0,0.999987931216799,0.999996375493465,0.997920767499404,0.999994155997829,0.999978895902291,0,0.999398203155691,0,0.999996389806501,0.999995624193194,0.999996205373108,0.999997551223791,0.999995862924954,0.999998909742599,0.999960051101867,0.999536417081245,0.99995276894242,0.999942417434094,0.999995026086802,0.999985502181479,0.99998089595404,0.999993606989617,0.999971169465966,0.999986369454177,0.999809213771304,0,0.999999350471704,0.999993844505822,0.999998194268911,0.999926292798494,0,0,0.999998513191071,0.999976115528248,0.999997364430296,0.999984144616897,0,0.999997514466236,0.999997436809087,0.99983670267854,0.999951216651054,0.99999785057762,0.99999483873265,0.999997548741056,0.99999961996079,0.999746119848899,0,0.999900070610435,0.999985981836633,0.990841168885003,0,0,0.999987504117505,0,0.999994226308292,0.999998715961541,0,0.999999508328778,0,0.999960114486067,0.999997835541336,0.999997678153167,0.999993587892388,0.999995473164423,0.940714844989935,0.999997200979135,0.995466189600365,0.999998230210723,0,0.903727416097078,0,0.999997257428751
