"","V1","V2","V3","V4"
"1",1.92261505396429,4.94446441994609,1.13238438314409,-2.50489569398533
"2",0.985769074546255,0.776233810200052,0.257753202011847,0.686789035068023
"3",0.657955582112238,0.393394664104862,2.95217163683447,1.11237732075351
"4",0.413441594970874,0.588789506612489,-0.910912036829679,-1.36937633337152
"5",1.80429073975882,2.12825364235159,1.75979654054155,1.04957868287335
"6",0.09402345676596,0.151531276796038,2.90251619376261,1.94094248396897
"7",0.309365138479938,0.300764462450011,-0.293381638812965,-0.204639741338387
"8",0.71111300297992,1.09332042930194,0.0635869734065531,-1.41475075874104
"9",1.19825780176733,2.16136185604116,-0.872371583979161,-0.949473387380308
"10",-0.579172315058342,-0.261639817602806,-1.76213570097468,-2.01592399262256
"11",-1.30847995074297,-1.34287742608637,-0.423467601675469,-0.671985493425987
"12",-0.108784395229217,-0.668844439347095,-0.0958339708060464,-0.767575004819008
"13",-1.14016691216193,-1.34173551744435,-1.35396016172256,-1.10354067848584
"14",0.50063713100383,-0.404842298241112,3.25228432913867,0.68278222423587
"15",0.819243361210766,2.17071836997671,3.10955576107809,4.49608575163319
"16",1.42298153145796,2.78430156797905,6.87024944966105,2.20005319418771
"17",1.53443281893054,1.98729929435226,4.86153918751989,4.56291285878243
"18",2.38684600480874,2.31766773834664,6.23284414429078,9.30332743742926
"19",0.805299968995473,0.909151976131167,0.974148931804063,2.13464471465742
"20",1.29662271102249,0.573202453648917,5.12868881290425,3.15855814976806
"21",0.00974853422573449,-0.21294455094967,1.77111043896299,0.915155594063836
"22",0.685893110792696,1.03900839951587,1.26238282639856,0.863673489479897
"23",1.72078825746667,1.94657597740623,2.41591512937681,3.75964474990186
"24",-0.449791392630393,-0.237288615811732,-0.227932884653518,0.324237630068932
"25",-0.188706588780277,-0.211973928603953,-0.116894371032166,0.797777695118673
"26",-0.125704783437099,0.0815965094013331,0.613353325814707,2.19245108282508
"27",9.89314969962428,9.9749859299264,12.6982756251173,15.2356599464571
"28",-1.10219329850646,-0.822174222254315,-0.499020892399772,0.558278699540552
"29",-0.715499561469001,-0.69376659545918,-0.404762274538481,0.581236642686945
"30",4.06723056287598,4.23730180873021,9.85271878353408,11.477802017602
"31",0.0665426263343643,0.172135590855485,0.759885018661113,1.90034374394264
"32",-0.120540146449955,-0.202239157430734,0.342018671900335,1.64316063461071
"33",0.515110518717803,-0.000328298734581067,3.75901490337415,2.64277330348526
"34",1.80306160126188,1.67021981217939,4.31945864796343,4.4257499777012
"35",4.06690918262678,4.87213164440314,5.0278423554558,7.62118161634354
"36",0.678896042560113,0.701046263052056,2.38722461059502,3.09051817015071
"37",6.18331652685868,7.83025311848466,9.44341344570541,14.5028359036931
"38",0,0.149989700129311,0.719458916073689,2.20358351940739
"39",0.66584913209259,0.613012243681336,3.28246268125717,3.80340562172006
"40",0.903157435751889,0.889161437966807,2.26536549088847,3.46623790480358
"41",0.0239794771903113,-0.194495589452037,-0.0472287630306921,0.471341733701288
"42",1.56500904860443,1.52397699978171,2.08072298690375,4.09792787632026
"43",0.212725533720491,-0.264351850627603,1.48760260320277,1.36349606774487
"44",-0.672885668075074,-0.499841960328153,-0.0643428245669156,1.25829021035468
"45",0.489851158780678,1.3925290412272,2.69647912377562,4.60990083770328
"46",-2.13941704242463,-2.17185314168972,-0.966009608256152,-3.23533730868689
"47",-1.01222938173039,-0.859236294616873,0.240663009459635,0.11571019930151
"48",1.84868068189832,2.31304300834646,6.60351355333288,7.0833917981393
"49",0.145235681388484,0.152037998755935,3.04218953186973,2.84570202830614
"50",-0.671870783077601,-0.604255231782846,0.124405144667774,1.38361675565336
"51",5.85371007092913,7.49168434305478,11.7258134348501,13.6609941186393
"52",1.43399867193054,1.20569137660571,3.64035422752513,3.1972834349999
"53",0.671701635578022,0.837632810495659,1.58317401518469,2.37275757027199
"54",0.782312823802692,0.653071826229196,2.87719915805445,2.40899213525681
"55",0.368572401582561,0.579311664883724,2.23930056034795,3.19106746360083
"56",1.85686178262796,2.28793529208005,3.30820935867754,5.53916690342738
"57",0.43496843341729,0.55653772440444,1.5690515329779,2.39722077478505
"58",0.634314399921085,1.06590034803543,3.18900765252427,4.67906705604102
"59",4.88413968859255,4.54683042000773,11.8044935624799,11.3208541543847
"60",1.29439560227803,1.59218463035536,3.92543741623011,4.25822196804333
"61",-0.249966174877792,-0.359615579088112,1.87568045791724,1.21271002983432
"62",0.173821608817329,0.289252595952649,0.667376792960664,1.80540398565753
"63",0.475766810315737,0.265400979192459,4.23810519412434,3.00803201310068
"64",-0.343826122394159,-0.120528457165199,-0.190999610059772,1.01129739559859
"65",0.572936410573865,1.01869669954594,2.08794733273123,3.9961440519651
"66",0.744508357646794,0.907032308214417,3.30137487292226,3.54463061727374
"67",0.37139716482553,0.775206092422235,0.381545709423327,2.06464464649786
